Product ID,Product Name (Korean),Product Name (English),Part Number,Price (KRW),Price (EUR with 50% markup),Manufacturer,Category,Category (English),Image Filenames
7576,[중고] BROOKS XacTorr CMX45 CMX1T25PN2X 500Torr/ CMX1T15PN2X 50Torr BARATRON CAPACITANCE MANOMETER,[Used] BROOKS,CMX45,110000,100.48,BROOKS,vacuum gauge,,7576_1.jpg; 7576_1.jpg; 7576_3.jpg; 7576_1.jpg; 7576_1.jpg; 7576_6.jpg; 7576_7.jpg; 7576_8.jpg; 7576_1.jpg; 7576_3.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg; 7873_20.jpg; 8011_16.jpg; 7617_18.jpg; 6990_12.jpg; 8021_8.jpg; 5161_15.jpg
4883,[중고] S9I40GTL SPG기어드모터 인덕션모터 AC모터 AC기어드모터,[Used] S9I40GTL SPG geared motor induction motor AC motor AC geared motor,S9I40GTL,33000,30.15,,AC motor/geared motor/DC motor,,4883_1.jpg; 4883_1.jpg; 4883_3.jpg; 4883_1.jpg; 4883_1.jpg; 4883_6.jpg; 5972_8.jpg; 5378_11.jpg; 4735_19.jpg; 5972_23.jpg; 5380_10.jpg; 5383_7.jpg; 5972_14.jpg; 5383_10.jpg; 4735_14.jpg; 5972_7.jpg; 5972_9.jpg; 5380_13.jpg; 5972_12.jpg; 4735_7.jpg; 4883_1.jpg; 4883_3.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg; 7873_20.jpg; 8011_16.jpg; 7617_18.jpg; 6990_12.jpg; 8021_8.jpg
5126,[중고] CHUO SEIKI X축 스테이지 Stroke:30mm 1축 스테이지 오토스테이지 정밀스테이지,[Used] CHUO SEIKI X-axis stage Stroke: 30mm 1-axis stage auto stage precision stage,Stroke:30mm,88000,80.39,,Precision stage,,5126_1.jpg; 5126_1.jpg; 5126_3.jpg; 5126_1.jpg; 5126_5.jpg; 5126_6.jpg; 3012_15.jpg; 3012_18.jpg; 3012_19.jpg; 3012_16.jpg; 3012_14.jpg; 3012_17.jpg; 3012_22.jpg; 5126_1.jpg; 5126_3.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg; 7873_20.jpg; 8011_16.jpg; 7617_18.jpg; 6990_12.jpg
7957,"[중고] SMC박형실린더(125파이/스트로크30,145,215mm) CQ2B125-KRC0251-30D CQ2B125-W1691-145 CDQ2B125-125-DCH215AH","[Used] SMC thin cylinder (125 pi/stroke 30, 145, 215 mm) CQ2B125-KRC0251-30D CQ2B125-W1691-145 CDQ2B125-125-DCH215AH","125파이/스트로크30,145,215mm",33000,30.15,,Pneumatic parts (PNEUMATIC),,7957_1.jpg; 7957_1.jpg; 7957_3.jpg; 7957_1.jpg; 7957_1.jpg; 7957_6.jpg; 7860_28.jpg; 7957_8.jpg; 7860_30.jpg; 7957_10.jpg; 7957_11.jpg; 7860_23.jpg; 7860_22.jpg; 7860_24.jpg; 7860_17.jpg; 7860_27.jpg; 7860_20.jpg; 7860_29.jpg; 7860_27.jpg; 7860_30.jpg; 7957_1.jpg; 7957_3.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg; 7873_20.jpg; 8011_16.jpg; 7617_18.jpg
7466,[중고] MT8121X MT612X V1EV EasyView 터치스크린,[Used] MT8121X MT612X V1EV EasyView Touch Screen,MT8121X,220000,200.97,,touch screen,,7466_1.jpg; 7466_1.jpg; 7466_3.jpg; 7466_1.jpg; 7466_1.jpg; 7466_6.jpg; 7466_7.jpg; 7634_14.jpg; 7634_12.jpg; 7634_10.jpg; 7634_16.jpg; 7634_9.jpg; 7634_13.jpg; 7634_18.jpg; 7634_19.jpg; 7634_11.jpg; 7634_22.jpg; 7634_15.jpg; 7634_17.jpg; 7466_1.jpg; 7466_3.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg; 7873_20.jpg
6010,[중고] ISSOKU (185/50mm) 볼스크류 볼나사 Ballscrew TM스크류 베어링 삼익THK 자동화부품 조각기 3D프린터 제작부품 자작 DIY,[Used] ISSOKU (185/50mm) Ballscrew Ball Screw Ballscrew TM Screw Bearing Samik THK Automation Parts Engraver 3D Printer Manufacturing Parts DIY,185/50mm,33000,30.15,THK,Ball screw/spline (SPLINE),,6010_1.jpg; 6010_1.jpg; 6010_3.jpg; 6010_1.jpg; 6010_1.jpg; 6010_6.jpg; 6012_16.jpg; 6012_14.jpg; 6012_13.jpg; 6012_19.jpg; 6012_9.jpg; 853_26.jpg; 6012_11.jpg; 6012_10.jpg; 6012_23.jpg; 6012_20.jpg; 5579_17.jpg; 6012_8.jpg; 6002_10.jpg; 6012_17.jpg; 6010_1.jpg; 6010_3.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg; 7932_11.jpg
3475,[미사용] DPIN S3H-80R XYZ Manual stage (80 x 80) 메뉴얼스테이지 광학스테이지,[Unused] DPIN S3H-80R XYZ Manual stage (80 x 80) Manual stage Optical stage,S3H-80R,275000,251.21,,Precision stage,,3475_1.jpg; 3475_1.jpg; 3475_3.jpg; 3475_1.jpg; 3475_5.jpg; 5148_9.jpg; 7298_11.jpg; 5148_7.jpg; 5148_10.jpg; 5148_8.jpg; 3475_1.jpg; 3475_3.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg; 7875_11.jpg
6519,[중고] ASTECH TH-30TFT MATCH,[Used] ASTECH TH-30TFT MATCH,TH-30TFT,2200000,2009.7,,RF/DC/MATCH,,6519_1.jpg; 6519_1.jpg; 6519_3.jpg; 6519_1.jpg; 6519_1.jpg; 6519_6.jpg; 6519_7.jpg; 6594_20.jpg; 6503_18.jpg; 6512_22.jpg; 6594_18.jpg; 6594_13.jpg; 6512_15.jpg; 6594_15.jpg; 6594_9.jpg; 6512_14.jpg; 6512_18.jpg; 6594_24.jpg; 6594_8.jpg; 6594_11.jpg; 6594_21.jpg; 6519_1.jpg; 6519_3.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg
7859,[중고] NP NPR-509L-MP REACTOR 400kHz,[Used] NP NPR-509L-MP REACTOR 400kHz,NPR-509L-MP,550000,502.42,,RF/DC/MATCH,,7859_1.jpg; 7859_1.jpg; 7859_3.jpg; 7859_1.jpg; 7859_5.jpg; 7859_6.jpg; 7859_7.jpg; 7859_8.jpg; 6942_19.jpg; 6942_17.jpg; 7745_8.jpg; 7741_11.jpg; 7741_17.jpg; 6593_20.jpg; 6942_24.jpg; 7741_9.jpg; 7741_8.jpg; 7741_18.jpg; 7741_16.jpg; 7741_13.jpg; 7741_19.jpg; 7741_24.jpg; 7859_1.jpg; 7859_3.jpg; 6595_7.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg; 7332_13.jpg
7938,[중고] CONTEC GP-IB(PCI)F,[Used] CONTEC GP-IB(PCI)F,,55000,50.24,,Computer/Computer-related parts,,7938_1.jpg; 7938_1.jpg; 7938_3.jpg; 7938_1.jpg; 7938_1.jpg; 7938_6.jpg; 7938_7.jpg; 7510_20.jpg; 7129_19.jpg; 7938_10.jpg; 7999_7.jpg; 7127_13.jpg; 7938_13.jpg; 7129_20.jpg; 7999_14.jpg; 7127_10.jpg; 6850_11.jpg; 6911_11.jpg; 7999_13.jpg; 7509_9.jpg; 7129_8.jpg; 7938_1.jpg; 7938_3.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg; 7576_11.jpg
7905,[중고] Brooks TM(Transfer Module) Magnatran8 진공로봇 Vacuum Robot,[Used] Brooks TM (Transfer Module) Magnatran8 Vacuum Robot,Magnatran8,23100000,21101.85,BROOKS,semiconductor equipment,,7905_1.jpg; 7905_1.jpg; 7905_3.jpg; 7905_1.jpg; 7905_1.jpg; 7905_6.jpg; 7905_7.jpg; 7905_8.jpg; 7905_9.jpg; 7905_10.jpg; 7905_11.jpg; 7905_12.jpg; 6632_13.jpg; 6632_11.jpg; 7905_1.jpg; 7905_3.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg; 5388_17.jpg
8025,[중고] DX2-KCWNR 온도콘트롤러 온도컨트롤러 디지털 인디케이터 인디케이터 indicator,[Used] DX2-KCWNR temperature controller temperature controller digital indicator indicator indicator,DX2-KCWNR,22000,20.1,,Temperature controller/indicator,,8025_1.jpg; 8025_1.jpg; 8025_3.jpg; 8025_1.jpg; 8025_1.jpg; 8025_6.jpg; 7474_21.jpg; 5599_13.jpg; 7489_11.jpg; 7474_18.jpg; 6804_19.jpg; 7489_13.jpg; 8025_13.jpg; 5599_9.jpg; 7715_11.jpg; 6802_19.jpg; 5694_18.jpg; 7026_14.jpg; 7474_12.jpg; 5575_10.jpg; 8025_1.jpg; 8025_3.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg; 3012_13.jpg
7917,[중고] ADAM-3937,[Used] ADAM-3937,ADAM-3937,33000,30.15,,communication module,,7917_1.jpg; 7917_1.jpg; 7917_3.jpg; 7917_1.jpg; 7917_1.jpg; 7917_6.jpg; 7917_7.jpg; 8060_11.jpg; 7917_9.jpg; 7674_24.jpg; 7918_14.jpg; 8060_20.jpg; 7916_17.jpg; 7918_11.jpg; 7914_11.jpg; 8065_9.jpg; 7912_11.jpg; 7918_12.jpg; 8065_7.jpg; 8060_9.jpg; 7917_1.jpg; 7917_3.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg; 7957_23.jpg
6264,[중고] Granville-Phillips 332 VACUUM GAUGE CONTROLLER,[Used] Granville-Phillips 332 VACUUM GAUGE CONTROLLER,,1100000,1004.85,,Pressure controller/gas analyzer,,6264_1.jpg; 6264_1.jpg; 6264_3.jpg; 6264_1.jpg; 6264_5.jpg; 6262_9.jpg; 7789_12.jpg; 7789_18.jpg; 7789_13.jpg; 6235_16.jpg; 7789_15.jpg; 7789_17.jpg; 7789_9.jpg; 7789_20.jpg; 6235_14.jpg; 7789_19.jpg; 6235_19.jpg; 7789_16.jpg; 6262_5.jpg; 6264_1.jpg; 6264_3.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg; 6010_25.jpg
6001,[중고] THK (166/60mm) 볼스크류 볼나사 Ballscrew TM스크류 베어링 삼익THK 자동화부품 조각기 3D프린터 제작부품 자작 DIY,[Used] THK (166/60mm) Ball Screw Ball Screw Ballscrew TM Screw Bearing Samik THK Automation Parts Engraver 3D Printer Manufacturing Parts DIY,166/60mm,44000,40.19,THK,Ball screw/spline (SPLINE),,6001_1.jpg; 6001_1.jpg; 6001_3.jpg; 6001_1.jpg; 6001_1.jpg; 6001_6.jpg; 6012_7.jpg; 6012_8.jpg; 6002_17.jpg; 6012_17.jpg; 6012_18.jpg; 6012_19.jpg; 6012_12.jpg; 6012_16.jpg; 6012_13.jpg; 6012_14.jpg; 6008_19.jpg; 853_22.jpg; 853_26.jpg; 6002_10.jpg; 6001_1.jpg; 6001_3.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg; 7634_8.jpg
8064,[중고] DRT2-OD08 OMRON,[Used] DRT2-OD08 OMRON,DRT2-OD08,44000,40.19,OMRON,communication module,,8064_1.jpg; 8064_1.jpg; 8064_3.jpg; 8064_1.jpg; 8064_1.jpg; 8064_6.jpg; 7375_12.jpg; 7840_24.jpg; 7375_14.jpg; 8060_20.jpg; 8064_11.jpg; 7918_11.jpg; 7918_9.jpg; 7916_19.jpg; 7914_8.jpg; 7914_16.jpg; 7914_15.jpg; 7918_12.jpg; 7821_10.jpg; 7914_18.jpg; 8064_1.jpg; 8064_3.jpg; 7912_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg
5639,[중고] INFICON Transpector HPR Model:SPC-1132-G1 HPR100 가스 분석기,[Used] INFICON Transpector HPR Model:SPC-1132-G1 HPR100 Gas Analyzer,Model:SPC-1132-G1,5500000,5024.25,,Pressure controller/gas analyzer,,5639_1.jpg; 5639_1.jpg; 5639_3.jpg; 5639_1.jpg; 5638_5.jpg; 5639_6.jpg; 5638_8.jpg; 5638_12.jpg; 5638_7.jpg; 5639_1.jpg; 5639_3.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg; 6008_19.jpg
7970,[중고] D11PT1-2W-103G-NA TK-FUJIKIN,[Used] D11PT1-2W-103G-NA TK-FUJIKIN,D11PT1-2W-103G-NA,55000,50.24,,Gas valve/regulator/pressure gauge,,7970_1.jpg; 7970_1.jpg; 7970_3.jpg; 7970_1.jpg; 7970_1.jpg; 7970_6.jpg; 7997_20.jpg; 7997_15.jpg; 7997_18.jpg; 7823_20.jpg; 7997_12.jpg; 7607_15.jpg; 8056_18.jpg; 7607_8.jpg; 7607_13.jpg; 7997_13.jpg; 7997_16.jpg; 7997_14.jpg; 7607_7.jpg; 7997_17.jpg; 7970_1.jpg; 7970_3.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg; 5148_11.jpg
7987,[중고] Sankyo Robot Controller SC5000,[Used] Sankyo Robot Controller SC5000,SC5000,3300000,3014.55,,"Wafer transfer robot, aligner",,7987_1.jpg; 7987_1.jpg; 7987_3.jpg; 7987_1.jpg; 7987_1.jpg; 7987_6.jpg; 7987_7.jpg; 7987_8.jpg; 7987_9.jpg; 7987_10.jpg; 7987_11.jpg; 7987_12.jpg; 7987_13.jpg; 7987_14.jpg; 8030_17.jpg; 7440_25.jpg; 8050_19.jpg; 7292_16.jpg; 8029_17.jpg; 8054_24.jpg; 5820_11.jpg; 7440_21.jpg; 7440_18.jpg; 8050_14.jpg; 7934_21.jpg; 8029_13.jpg; 7934_22.jpg; 8050_9.jpg; 7987_1.jpg; 7987_3.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg; 6594_16.jpg
7696,[중고] SPI090S-050KA (50:1) 감속기 REDUCER 서보모터감속기 서보감속기 유성감속기,[Used] SPI090S-050KA (50:1) Reducer REDUCER Servo motor reducer Servo reducer Planetary reducer,SPI090S-050KA,178000,162.6,,Reducer/Index/Coupling,,7696_1.jpg; 7696_1.jpg; 7696_3.jpg; 7696_1.jpg; 6990_5.jpg; 7696_6.jpg; 7696_7.jpg; 7696_8.jpg; 7696_9.jpg; 7696_10.jpg; 6990_10.jpg; 7617_9.jpg; 7071_11.jpg; 7696_14.jpg; 7696_15.jpg; 5897_17.jpg; 6597_12.jpg; 7696_18.jpg; 6597_13.jpg; 7696_20.jpg; 7696_21.jpg; 7617_19.jpg; 6597_10.jpg; 7649_14.jpg; 7696_1.jpg; 7696_3.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg; 7127_20.jpg
4884,[중고] S9KB7.5BH SPG기어드모터 감속기 기어헤드 인덕션모터 AC모터 AC기어드모터,[Used] S9KB7.5BH SPG geared motor reducer gear head induction motor AC motor AC geared motor,S9KB7.5BH,22000,20.1,,AC motor/geared motor/DC motor,,4884_1.jpg; 4884_1.jpg; 4884_3.jpg; 4884_1.jpg; 4884_1.jpg; 4735_6.jpg; 5383_10.jpg; 5972_8.jpg; 5401_8.jpg; 5380_6.jpg; 5378_11.jpg; 4735_19.jpg; 5380_12.jpg; 4735_22.jpg; 5971_22.jpg; 5380_17.jpg; 5401_14.jpg; 5378_19.jpg; 5972_13.jpg; 4884_1.jpg; 4884_3.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg; 7747_19.jpg
7867,[중고] PK566-B,[Used] PK566-B,PK566-B,33000,30.15,,Stepping motor/driver/BLDC,,7867_1.jpg; 7867_1.jpg; 7867_3.jpg; 7867_1.jpg; 7867_1.jpg; 7867_6.jpg; 7868_16.jpg; 7865_9.jpg; 7867_9.jpg; 7865_20.jpg; 7899_8.jpg; 7899_18.jpg; 7899_10.jpg; 7906_18.jpg; 7868_21.jpg; 7870_36.jpg; 7866_26.jpg; 7868_19.jpg; 7898_8.jpg; 7906_11.jpg; 7867_1.jpg; 7867_3.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg; 7026_15.jpg
7623,[중고] Sankyo MC101NS302SNN01 100W,[Used] Sankyo MC101NS302SNN01 100W,MC101NS302SNN01,275000,251.21,,Servo motor/servo driver,,7623_1.jpg; 7623_1.jpg; 7623_3.jpg; 7623_1.jpg; 7623_1.jpg; 7623_6.jpg; 7623_7.jpg; 7623_8.jpg; 7623_1.jpg; 7623_3.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg; 8065_20.jpg
7435,[중고] Q63P Q시리즈 Mitsubishi Q-PLC MELSEC Q 피엘씨 미쓰비시피엘씨 자동화부품 공장자동화 미쯔비시PLC,[Used] Q63P Q Series Mitsubishi Q-PLC MELSEC Q PLC Mitsubishi PLC Automation Parts Factory Automation Mitsubishi PLC,Q63P,44000,40.19,,PLC,,7435_1.jpg; 7435_1.jpg; 7435_3.jpg; 7435_1.jpg; 7435_1.jpg; 7435_6.jpg; 7435_7.jpg; 7413_21.jpg; 7435_9.jpg; 7433_13.jpg; 7435_11.jpg; 7435_12.jpg; 7434_20.jpg; 7434_18.jpg; 7435_15.jpg; 7413_12.jpg; 7434_13.jpg; 7413_13.jpg; 7413_18.jpg; 7434_16.jpg; 7435_1.jpg; 7435_3.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg; 7789_8.jpg
6795,[중고] CIMR-V7BC24P0 (5마력) 인버터 야스카와인버터 INVERTER,[Used] CIMR-V7BC24P0 (5 horsepower) inverter Yaskawa inverter INVERTER,CIMR-V7BC24P0,187000,170.82,,INVERTER,,6795_1.jpg; 6795_1.jpg; 6795_3.jpg; 6795_1.jpg; 6795_1.jpg; 6795_6.jpg; 6795_7.jpg; 5056_13.jpg; 4049_14.jpg; 5056_7.jpg; 4049_7.jpg; 6795_1.jpg; 6795_3.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg; 6012_11.jpg
6959,[중고] ZAC2215-00 (15A),[Used] ZAC2215-00 (15A),ZAC2215-00,8800,8.04,,Electrical parts and other,,6959_1.jpg; 6959_1.jpg; 6959_3.jpg; 6959_1.jpg; 6959_1.jpg; 6959_6.jpg; 6959_7.jpg; 6959_8.jpg; 6959_9.jpg; 6959_10.jpg; 7589_15.jpg; 6959_12.jpg; 6959_13.jpg; 7589_10.jpg; 6959_15.jpg; 6959_16.jpg; 5961_19.jpg; 6959_18.jpg; 6959_19.jpg; 6959_20.jpg; 6959_1.jpg; 6959_3.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg; 5638_9.jpg
8016,[중고]OMRON S82J-02524D (24V 1.1A) 파워써플라이 파워서플라이 POWER SUPPLY SMPS(24V),[Used]OMRON S82J-02524D (24V 1.1A) Power supply Power supply POWER SUPPLY SMPS(24V),S82J-02524D,11000,10.05,OMRON,Power supply SMPS,,8016_1.jpg; 8016_1.jpg; 8016_3.jpg; 8016_1.jpg; 8016_1.jpg; 8016_6.jpg; 7554_12.jpg; 8011_11.jpg; 8011_8.jpg; 7354_24.jpg; 8016_11.jpg; 7596_15.jpg; 7596_8.jpg; 7555_16.jpg; 8011_18.jpg; 8011_20.jpg; 8011_12.jpg; 8016_18.jpg; 8016_19.jpg; 8011_9.jpg; 8016_1.jpg; 8016_3.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg; 8056_13.jpg
6784,[중고] HRW17 (길이120mm/블럭2개) LM가이드 엘엠가이드 LM GUIDE THK IKO NSK 자동화부품 정밀부품 조각기 3D프린터 제작부품 삼익THK 베어링,[Used] HRW17 (Length 120mm/2 blocks) LM Guide LM Guide LM GUIDE THK IKO NSK Automation Parts Precision Parts Engraver 3D Printer Manufacturing Parts Samik THK Bearing,HRW17,33000,30.15,THK,LM GUIDE / BUSHING,,6784_1.jpg; 6784_1.jpg; 6784_3.jpg; 6784_1.jpg; 6784_1.jpg; 7142_8.jpg; 7142_17.jpg; 7142_9.jpg; 7142_11.jpg; 7142_12.jpg; 7142_13.jpg; 7142_10.jpg; 6784_1.jpg; 6784_3.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg; 8029_20.jpg
7439,[중고] MKS Loadlock Transducer 901P-41050-0051 GRANVILLE-PHILLIPS,[Used] MKS Loadlock Transducer 901P-41050-0051 GRANVILLE-PHILLIPS,901P-41050-0051,165000,150.73,MKS,vacuum gauge,,7439_1.jpg; 7439_1.jpg; 7439_3.jpg; 7439_1.jpg; 7439_1.jpg; 7439_6.jpg; 7465_8.jpg; 7585_10.jpg; 7561_8.jpg; 7561_18.jpg; 7818_21.jpg; 7561_23.jpg; 7142_20.jpg; 7561_11.jpg; 7561_14.jpg; 7561_10.jpg; 7332_13.jpg; 7465_17.jpg; 7465_11.jpg; 7561_13.jpg; 7439_1.jpg; 7439_3.jpg; 7561_7.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg; 4884_23.jpg
6818,[중고] IR-FA Series IR-FACMX06 FA05ZC001 IR-FL9NX00.5 Fiber Optic Radiation Thermometer,[Used] IR-FA Series IR-FACMX06 FA05ZC001 IR-FL9NX00.5 Fiber Optic Radiation Thermometer,IR-FACMX06,220000,200.97,,Temperature controller/indicator,,6818_1.jpg; 6818_1.jpg; 6818_3.jpg; 6818_1.jpg; 6818_1.jpg; 6818_6.jpg; 6818_7.jpg; 6818_8.jpg; 7489_8.jpg; 7236_9.jpg; 7489_23.jpg; 7668_21.jpg; 5694_14.jpg; 5599_13.jpg; 5694_16.jpg; 6821_18.jpg; 6802_19.jpg; 5694_23.jpg; 5599_22.jpg; 7489_17.jpg; 6804_12.jpg; 8025_13.jpg; 6818_1.jpg; 6818_3.jpg; 7366_12.jpg; 7561_7.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg; 4735_7.jpg
5165,[중고] KEYENCE LV-21A LV-H62 Laser Sensor,[Used] KEYENCE LV-21A LV-H62 Laser Sensor,LV-21A,66000,60.29,,Sensors / various cables,,5165_1.jpg; 5165_1.jpg; 5165_3.jpg; 5165_1.jpg; 5165_1.jpg; 5165_6.jpg; 5165_7.jpg; 5609_12.jpg; 5159_14.jpg; 5159_9.jpg; 5163_23.jpg; 5991_22.jpg; 8022_17.jpg; 5163_15.jpg; 5163_9.jpg; 5159_10.jpg; 5991_15.jpg; 5163_14.jpg; 5991_16.jpg; 8022_16.jpg; 5161_14.jpg; 5165_1.jpg; 5165_3.jpg; 5161_11.jpg; 7366_12.jpg; 7561_7.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg; 7868_25.jpg
2757,[중고] FR-E720-0.2K (200W),[Used] FR-E720-0.2K (200W),FR-E720-0.2K,55000,50.24,,INVERTER,,2757_1.jpg; 2757_1.jpg; 2757_3.jpg; 2757_1.jpg; 2757_1.jpg; 2757_6.jpg; 2757_7.jpg; 2757_8.jpg; 2757_9.jpg; 2757_10.jpg; 3208_12.jpg; 3208_11.jpg; 3208_9.jpg; 3208_18.jpg; 3208_7.jpg; 3208_14.jpg; 3208_10.jpg; 3208_13.jpg; 3208_15.jpg; 3208_8.jpg; 2757_1.jpg; 2757_3.jpg; 3208_6.jpg; 5161_11.jpg; 7366_12.jpg; 7561_7.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg; 7623_11.jpg
5370,[중고] Brooks 200mm(8inch)용 LoadPort,[Used] LoadPort for Brooks 200mm (8inch),200mm,2200000,2009.7,BROOKS,LOAD PORT,,5370_1.jpg; 5370_1.jpg; 5370_3.jpg; 5370_1.jpg; 5370_5.jpg; 5370_6.jpg; 5810_10.jpg; 5810_9.jpg; 5810_12.jpg; 5810_16.jpg; 5810_11.jpg; 5370_1.jpg; 5370_3.jpg; 5810_13.jpg; 3208_6.jpg; 5161_11.jpg; 7366_12.jpg; 7561_7.jpg; 7142_14.jpg; 8016_23.jpg; 5962_10.jpg; 5056_8.jpg; 7433_17.jpg
